genome,domain,phylum,class,order,family,genus,species,source,assembly,accession,description,substrate,country,origin,assign,database,completeness,contamination
GCF_001047115.2_ASM104711v2_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructobacillus,Fructobacillus pseudoficulneus,NCBI,RefSeq,GCF_001047115.2,Fig,fruit,NA,NA,prokaryote,MiFoDB_beta_v3_prok,97.95,0.52
GCF_001050115.1_ASM105011v1_genomic,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus smithii,NCBI,RefSeq,GCF_001050115.1,cheese product,dairy,United States of America,United States of America,prokaryote,MiFoDB_beta_v3_prok,99.04,0
GCF_001050475.1_ASM105047v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus ginsenosidimutans,NCBI,RefSeq,GCF_001050475.1,Kimchi,vegetable,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,0
GCF_001186195.1_ASM118619v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fulva,NCBI,RefSeq,GCF_001186195.1,contaminated sludge of fluorine chemical plant in China,NA,China,China,prokaryote,MiFoDB_beta_v3_prok,100,0.5
GCF_001191605.1_ASM119160v1_genomic,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus altitudinis,NCBI,RefSeq,GCF_001191605.1,soil,NA,China,China,prokaryote,MiFoDB_beta_v3_prok,99.59,0
GCF_001267535.1_ASM126753v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Winslowiella,Winslowiella iniecta,NCBI,RefSeq,GCF_001267535.1,Russian wheat aphid,NA,United States of America,United States of America,prokaryote,MiFoDB_beta_v3_prok,99.47,0.36
GCF_001275345.1_ASM127534v1_genomic,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria,Kocuria palustris,NCBI,RefSeq,GCF_001275345.1,culture contaminant,NA,United States of America,"MO, United States of America ",prokaryote,MiFoDB_beta_v3_prok,99.34,0
GCF_001277235.1_ASM127723v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter dublinensis,NCBI,RefSeq,GCF_001277235.1,milk powder production facility,dairy,Ireland,Ireland,prokaryote,MiFoDB_beta_v3_prok,99.67,0.29
GCF_001281175.1_ASM128117v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Apilactobacillus,Apilactobacillus apinorum,NCBI,RefSeq,GCF_001281175.1,Honey stomach of the honeybee Apis mellifera,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,97.39,0.94
GCF_001281425.1_ASM128142v1_genomic,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,NCBI,RefSeq,GCF_001281425.1,Infant feces,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,100,0.23
GCF_001282785.1_halo7_genomic,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halolamina,Halolamina sediminis,NCBI,RefSeq,GCF_001282785.1,solar salt,salt,Japan,Japan,prokaryote,MiFoDB_beta_v3_prok,96.58,0.38
GCF_001293735.1_LgorillaeKZ01T_1.0_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus gorillae,NCBI,RefSeq,GCF_001293735.1,Gorilla feces,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.18,0.55
GCF_001411475.1_ASM141147v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas endophytica,NCBI,RefSeq,GCF_001411475.1,stem cell,NA,Spain,Spain,prokaryote,MiFoDB_beta_v3_prok,99.57,0.54
GCF_001433825.1_ASM143382v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Apilactobacillus,Apilactobacillus kunkeei,NCBI,RefSeq,GCF_001433825.1,Commercial grape wine undergoing a sluggish/stuck alcoholic fermentation,fruit,NA,NA,prokaryote,MiFoDB_beta_v3_prok,98.07,1.25
GCF_001433915.1_ASM143391v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus pasteurii,NCBI,RefSeq,GCF_001433915.1,Chicken crop,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,98.38,0
GCF_001433975.1_ASM143397v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,NCBI,RefSeq,GCF_001433975.1,Human blood,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.22,0
GCF_001433995.1_ASM143399v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Secundilactobacillus,Secundilactobacillus kimchicus,NCBI,RefSeq,GCF_001433995.1,Kimchi,vegetable,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.06,0.94
GCF_001434055.1_ASM143405v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus parabrevis,NCBI,RefSeq,GCF_001434055.1,Cheese,dairy,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.38,0
GCF_001434135.1_ASM143413v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus kisonensis,NCBI,RefSeq,GCF_001434135.1,Non-salted pickle solution used in production of sunki,vegetable,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.25,0.21
GCF_001434145.1_ASM143414v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus otakiensis,NCBI,RefSeq,GCF_001434145.1,Non-salted pickle solution used in production of sunki,vegetable,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.06,0
GCF_001434255.1_ASM143425v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus diolivorans,NCBI,RefSeq,GCF_001434255.1,Maize silage,grains,NA,NA,prokaryote,MiFoDB_beta_v3_prok,98.94,0.62
GCF_001434295.1_ASM143429v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus versmoldensis,NCBI,RefSeq,GCF_001434295.1,Poultry salami,meat,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,0.59
GCF_001434315.1_ASM143431v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Paucilactobacillus,Paucilactobacillus oligofermentans,NCBI,RefSeq,GCF_001434315.1,Broiler leg,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,98.91,0
GCF_001434335.1_ASM143433v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kalixensis,NCBI,RefSeq,GCF_001434335.1,"Gastric biopsies, Human stomach mucosa",NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.03,0.32
GCF_001434365.1_ASM143436v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus gastricus,NCBI,RefSeq,GCF_001434365.1,"Gastric biopsies, Human stomach mucosa",NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.18,0.27
GCF_001434395.1_ASM143439v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus hammesii,NCBI,RefSeq,GCF_001434395.1,Wheat sourdough,grains,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.06,0.09
GCF_001434405.1_ASM143440v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus apodemi,NCBI,RefSeq,GCF_001434405.1,Faeces of wild Japanese wood mouse,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,0
GCF_001434435.1_ASM143443v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kitasatonis,NCBI,RefSeq,GCF_001434435.1,Chicken intestine,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,98.94,0
GCF_001434455.1_ASM143445v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus hayakitensis,NCBI,RefSeq,GCF_001434455.1,Faeces of thoroughbred horse,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,97.8,0.52
GCF_001434475.1_ASM143447v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Paucilactobacillus,Paucilactobacillus suebicus,NCBI,RefSeq,GCF_001434475.1,Apple mash,fruit,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.46,0.27
GCF_001434515.1_ASM143451v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus hamsteri,NCBI,RefSeq,GCF_001434515.1,Faeces of hamster,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,98.34,0.65
GCF_001434535.1_ASM143453v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus animalis,NCBI,RefSeq,GCF_001434535.1,Dental plaque of baboon,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.3,0
GCF_001434555.1_ASM143455v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus,Amylolactobacillus amylophilus,NCBI,RefSeq,GCF_001434555.1,Swine waste-corn fermentation,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,98.43,1.05
GCF_001434575.1_ASM143457v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Loigolactobacillus,Loigolactobacillus bifermentans,NCBI,RefSeq,GCF_001434575.1,Blown cheese,dairy,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.46,0.54
GCF_001434585.1_ASM143458v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus crustorum,NCBI,RefSeq,GCF_001434585.1,Wheat sourdough,grains,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,1.05
GCF_001434655.1_ASM143465v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus hilgardii,NCBI,RefSeq,GCF_001434655.1,Wine,fruit,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.38,0.31
GCF_001434665.1_ASM143466v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus tucceti,NCBI,RefSeq,GCF_001434665.1,Sausage,meat,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,1.64
GCF_001434705.1_ASM143470v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus nasuensis,NCBI,RefSeq,GCF_001434705.1,Sudan grass Sorghum sudanense (piper) silage,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,98.95,0.26
GCF_001434735.1_ASM143473v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus buchneri,NCBI,RefSeq,GCF_001434735.1,Tomato pulp,fruit,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.06,0
GCF_001434745.1_ASM143474v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus alimentarius,NCBI,RefSeq,GCF_001434745.1,Marinated fish product,seafood,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,0.52
GCF_001434785.1_ASM143478v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus namurensis,NCBI,RefSeq,GCF_001434785.1,Sourdough,grains,NA,NA,prokaryote,MiFoDB_beta_v3_prok,100,0.62
GCF_001434815.1_ASM143481v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus equicursoris,NCBI,RefSeq,GCF_001434815.1,Healthy thoroughbred racehorse,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,98.94,0.33
GCF_001434835.1_ASM143483v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus acidifarinae,NCBI,RefSeq,GCF_001434835.1,Artisanal wheat sourdough,grains,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.38,1.25
GCF_001434895.1_ASM143489v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Secundilactobacillus,Secundilactobacillus odoratitofui,NCBI,RefSeq,GCF_001434895.1,Fermented brine used for stinky tofu production,legumes,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.06,1.41
GCF_001434915.1_ASM143491v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus capillatus,NCBI,RefSeq,GCF_001434915.1,Fermented  brine used for stinky tofu production,legumes,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,0
GCF_001434935.1_ASM143493v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus uvarum,NCBI,RefSeq,GCF_001434935.1,Must of Bobal grape variety,fruit,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,0.52
GCF_001434985.1_ASM143498v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus paralimentarius,NCBI,RefSeq,GCF_001434985.1,Sourdough,grains,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,1.15
GCF_001435195.1_ASM143519v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus satsumensis,NCBI,RefSeq,GCF_001435195.1,Shochu mash,grains,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,0.52
GCF_001435235.1_ASM143523v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus ghanensis,NCBI,RefSeq,GCF_001435235.1,Cocoa fermentation,seed,Ghana,Ghana,prokaryote,MiFoDB_beta_v3_prok,99.48,1.35
GCF_001435245.1_ASM143524v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus equigenerosi,NCBI,RefSeq,GCF_001435245.1,Faeces of thoroughbred horse,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,98.09,0.82
GCF_001435375.1_ASM143537v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus araffinosus,NCBI,RefSeq,GCF_001435375.1,Intestine of chicken,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,1.31
GCF_001435395.1_ASM143539v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus vini,NCBI,RefSeq,GCF_001435395.1,Must of grape,fruit,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,0.52
GCF_001435445.1_ASM143544v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus kimchii,NCBI,RefSeq,GCF_001435445.1,Kimchi,vegetable,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,2.09
GCF_001435475.1_ASM143547v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus antri,NCBI,RefSeq,GCF_001435475.1,"Gastric biopsies, Human stomach mucosa",NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.37,0
GCF_001435525.1_ASM143552v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus koreensis,NCBI,RefSeq,GCF_001435525.1,Cabbage kimchi,vegetable,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.38,0.62
GCF_001435585.1_ASM143558v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Schleiferilactobacillus,Schleiferilactobacillus perolens,NCBI,RefSeq,GCF_001435585.1,Orange lemonade,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,0.52
GCF_001435875.1_ASM143587v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus farraginis,NCBI,RefSeq,GCF_001435875.1,Composting material of distilled shochu residue,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.25,0
GCF_001435935.1_ASM143593v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus panis,NCBI,RefSeq,GCF_001435935.1,Sourdough,grains,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.46,2.17
GCF_001435955.1_ASM143595v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus salivarius,NCBI,RefSeq,GCF_001435955.1,Saliva,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,0
GCF_001435975.1_ASM143597v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Secundilactobacillus,Secundilactobacillus collinoides,NCBI,RefSeq,GCF_001435975.1,Fermenting apple juice,fruit,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.38,3.28
GCF_001435995.1_ASM143599v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Apilactobacillus,Apilactobacillus ozensis,NCBI,RefSeq,GCF_001435995.1,"Chrysanthemum, Oze National Park",vegetable,Japan,"Oze National Park, Japan",prokaryote,MiFoDB_beta_v3_prok,97.45,1.25
GCF_001436015.1_ASM143601v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus murinus,NCBI,RefSeq,GCF_001436015.1,Intestine of rat,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,0
GCF_001436035.1_ASM143603v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus sanfranciscensis,NCBI,RefSeq,GCF_001436035.1,Sourdough,grains,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.38,0.99
GCF_001436095.1_ASM143609v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lapidilactobacillus,Lapidilactobacillus dextrinicus,NCBI,RefSeq,GCF_001436095.1,Silage,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.35,2.09
GCF_001436115.1_ASM143611v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus brantae,NCBI,RefSeq,GCF_001436115.1,Faeces of Canada goose,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,0
GCF_001436125.1_ASM143612v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus hominis,NCBI,RefSeq,GCF_001436125.1,Human intestine,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,96.68,0.48
GCF_001436135.1_ASM143613v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus thailandensis,NCBI,RefSeq,GCF_001436135.1,Fermented tea leaves (miang),vegetable,NA,NA,prokaryote,MiFoDB_beta_v3_prok,98.95,1.05
GCF_001436215.1_ASM143621v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus agilis,NCBI,RefSeq,GCF_001436215.1,Municipal sewage,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,98.69,0.26
GCF_001436225.1_ASM143622v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus sharpeae,NCBI,RefSeq,GCF_001436225.1,Municipal sewage,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,97.38,0.52
GCF_001436255.1_ASM143625v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus rapi,NCBI,RefSeq,GCF_001436255.1,"Sunki, a Japanese traditional pickle",vegetable,NA,NA,prokaryote,MiFoDB_beta_v3_prok,98.94,0.21
GCF_001436275.1_ASM143627v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus oeni,NCBI,RefSeq,GCF_001436275.1,Bobal wine,fruit,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,0
GCF_001436295.1_ASM143629v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Paucilactobacillus,Paucilactobacillus vaccinostercus,NCBI,RefSeq,GCF_001436295.1,Cow dung,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.46,0.82
GCF_001436315.1_ASM143631v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus aviarius,NCBI,RefSeq,GCF_001436315.1,Faeces of chicken,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,1.57
GCF_001436375.1_ASM143637v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Agrilactobacillus,Agrilactobacillus composti,NCBI,RefSeq,GCF_001436375.1,Composting material of distilled shochu residue,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,0.52
GCF_001436415.1_ASM143641v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus graminis,NCBI,RefSeq,GCF_001436415.1,Grass silage,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.18,0.27
GCF_001436475.1_ASM143647v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus ruminis,NCBI,RefSeq,GCF_001436475.1,Bovine rumen,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,98.95,0
GCF_001436505.1_ASM143650v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Loigolactobacillus,Loigolactobacillus rennini,NCBI,RefSeq,GCF_001436505.1,Rennin,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.18,1.09
GCF_001436555.1_ASM143655v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus senioris,NCBI,RefSeq,GCF_001436555.1,Faeces of a healthy 100-year-old Japanese female,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,98.75,0.31
GCF_001436575.1_ASM143657v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gigeriorum,NCBI,RefSeq,GCF_001436575.1,Chicken crop,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,98.38,0.32
GCF_001436595.1_ASM143659v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Secundilactobacillus,Secundilactobacillus similis,NCBI,RefSeq,GCF_001436595.1,Fermented cane molasses at alcohol plants,fruit,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.38,2.5
GCF_001436605.1_ASM143660v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Holzapfelia,Holzapfelia floricola,NCBI,RefSeq,GCF_001436605.1,Flower of Caltha palustris,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,97.38,0.26
GCF_001436615.1_ASM143661v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus camelliae,NCBI,RefSeq,GCF_001436615.1,Fermented tea leaves (miang),vegetable,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,0.52
GCF_001436645.1_ASM143664v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus florum,NCBI,RefSeq,GCF_001436645.1,Peony (Paeonia suffruticosa),NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,97.5,0
GCF_001436675.1_ASM143667v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus senmaizukei,NCBI,RefSeq,GCF_001436675.1,"Senmaizuke, a Japanese pickle",vegetable,Japan,Japan,prokaryote,MiFoDB_beta_v3_prok,99.06,0
GCF_001436695.1_ASM143669v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus taiwanensis,NCBI,RefSeq,GCF_001436695.1,Silage cattle feed,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.03,0
GCF_001436705.1_ASM143670v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus sucicola,NCBI,RefSeq,GCF_001436705.1,Sap of an Oak tree,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,0.52
GCF_001436735.1_ASM143673v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus cacaonum,NCBI,RefSeq,GCF_001436735.1,Cocoa bean heap fermentation,seed,Ghana,Ghana,prokaryote,MiFoDB_beta_v3_prok,99.48,0
GCF_001436755.1_ASM143675v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus aquaticus,NCBI,RefSeq,GCF_001436755.1,Surface of a eutrophic freshwater pond,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,98.95,0
GCF_001436775.1_ASM143677v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus acetotolerans,NCBI,RefSeq,GCF_001436775.1,Fermented Vinegar Broth,fruit,NA,NA,prokaryote,MiFoDB_beta_v3_prok,98.38,0.87
GCF_001437055.1_ASM143705v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus secaliphilus,NCBI,RefSeq,GCF_001437055.1,Sourdough,grains,NA,NA,prokaryote,MiFoDB_beta_v3_prok,98.91,0.27
